Emotion,Sentence,text_length,word_count,emotion_vn
Other,cũng đừng nghĩ là những người ân cần nhẹ nhàng với mày là tốt . xã hội bây giờ không tin bố con thằng nào được,110,26,khác
Enjoyment,mỉa mai cực mạnh =)),20,5,vui vẻ
Sadness,chưa bao giờ bắn trúng 😬,24,6,buồn
Other,trừ chết ra thì mọi chuyện đều có thể giải quyết 💪,50,12,khác
Enjoyment,🙂 thanh xuân của em đã từng có khoảng time tươi đẹp,51,12,vui vẻ
Anger,"đánh bố mày như này xem , bố túm được 1 con bố xiên chết cụ mày",63,17,giận dữ
Enjoyment,mai tao cũng đi ship mới được . có bài này áp dụng luôn .,57,15,vui vẻ
Surprise,vũ khí sinh học này mạnh thật !,31,8,ngạc nhiên
Enjoyment,"chồng biết không , hihi",23,5,vui vẻ
Other,per vợ thích bếp ga mini hay loại bếp ga đôi nào 😂😂😂😂,53,13,khác
Other,giả sử mà bị thằng nào bỏ túi cả lọ nó có chửi không nhỉ,56,15,khác
Other,"mỗi lần mẹ tao sai tao nhóm lửa , chắc tao nhóm hết 40 tờ giấy , và 1 tiếng sau mớii có lửa 😌",93,25,khác
Enjoyment,giờ mới biết =)),16,4,vui vẻ
Other,per hôm nay tới lượt đứa nào nấu cơm,36,9,khác
Anger,dm kiện cho đi tù chết mẹ đi,28,8,giận dữ
Disgust,mặt con ngáo còn hiền hơn con đứng trên cây cột,47,11,khó chịu
Sadness,chả bù cho con ml này . đợi mãi không thấy nó về . hy vọng em không bị bọn xấu bắt lên dĩa là tốt rồi :(,104,28,buồn
Sadness,ng ta cuối cùng thì cũng được còn tôi thì never 😞,49,12,buồn
Enjoyment,dễ thương vãi =))),18,4,vui vẻ
Disgust,cô chủ nhiệm óc chó quá,23,6,khó chịu
Disgust,mấy thằng vô học,16,4,khó chịu
Enjoyment,chuột nhìn thấy mèo sợ là đúng rồi =)),38,9,vui vẻ
Enjoyment,hè về chỉ thích ăn cái này .,28,8,vui vẻ
Enjoyment,per trời đựu cầu hôn nó phải thế . đã đẹp trai còn có não,57,15,vui vẻ
Enjoyment,qua câu chuyện vừa bịa ra tôi hi vọng các bạn sẽ có cái nhìn thoáng hơn về csgt việt nam 😂😂,91,22,vui vẻ
Other,chúng mày ngồi canh đó cho tao . có con muỗi nào hó hé là ăn liền ??,68,18,khác
Fear,"thứ yêu nghiệt , nhỏ g vẫn sợ nó nhất sau mấy con lắm chân t . t",64,18,sợ hãi
Sadness,quá ý nghĩa . mình trẻ mà chắc gì làm được vậy,46,12,buồn
Disgust,"thôi , bớt bớt đi không có ngày lại thiệt thân , nguyên 1 cái vỉa hè rộng thênh thang còn lắm chuyện , lúc nó đánh cho lại bảo bạo lực với nữ",141,34,khó chịu
Enjoyment,trời ơi . dễ thương quá luôn ❤️❤️,33,8,vui vẻ
Other,cho hỏi cây cầu này ở đâu vậy ... ai biết chỉ dùm tôi cảm ơn ! 😂,64,18,khác
Enjoyment,đcm ngôn tình vãiiii,20,4,vui vẻ
Sadness,rồi đất nước mình sẽ đi về đâu .:'(,35,9,buồn
Other,thời buổi này là thằng con trai trước hết phải có khả năng kinh tế phải nuôi được bố mẹ rồi hãy tính đến chuyện kết hôn,119,27,khác
Sadness,"chịu hay không không quan trọng , quan trọng là không có ai lấy",63,14,buồn
Other,"có hay không là ở nơi ta , đời không thú vị nhưng ta lại thấy thú vị khi được sống ở đời",88,23,khác
Sadness,ngoài những bài chia tay vì lí do vớ vẩn ra thì neu cũng có những bài đăng đọc rồi còn nhớ mãi .,96,24,buồn
Disgust,dm . nó xấu cả tính lẫn nết bố đẻ . nó còn không chịu . được thằng nào bốc nó đi cái,84,23,khó chịu
Other,không thuộc kịch bản chuẩn mẹ rồi,33,7,khác
Other,khi đời quá mệt mỏi . đi tìm 1 chút drama,41,11,khác
Other,chỉ là nóng quá tắm cho mát thôi mà,35,9,khác
Enjoyment,cho em xin tên facebook của c trong video để khi buồn em có thứ mua vui ạ . cám ơn mọi người,92,23,vui vẻ
Enjoyment,per bị chữi thì ráng nghe mà vui đi nghe . cứ như nghe hát miễn phí 🤣🤣 còn bị chữi là còn hạnh phúc . nguoi ngoài ngọt ngào nhưng chắc gì đã thật lòng đâu,154,37,vui vẻ
Disgust,trời ơi ai nuôi chó mà để nó tội thế kia . đéo có trách nhiệm,61,16,khó chịu
Disgust,"yêu nhau lắm cắn nhau đau , tao thấy dòng chảy tiền kiếp của 2 đứa mày là vậy",77,19,khó chịu
Disgust,"mày đấy , đừng làm tao đau đầu thêm",35,9,khó chịu
Surprise,thật không thể tin được,23,5,ngạc nhiên
Fear,có đứa nào vừa xem vừa sờ tai mình không ? sợ vãi :<<<,54,14,sợ hãi
Enjoyment,truyện thật đây này . đang đi bình thường qua đoạn cầu giấy anh csgt thổi lại “ gạt chân chống lên em . anh nhắc nhỉ thôi . đi đi “ 😂 hú hồn,140,35,vui vẻ
Other,nhìn như nó muốn dẫn nhỏ đó đi đâu ấy,37,10,khác
Enjoyment,ổng đang chán ai tán yêuc luôn 😂😂,33,8,vui vẻ
Disgust,camry nhập thường cán bộ . mà cán bộ anh em hiểu rồi,52,13,khó chịu
Enjoyment,"các chuỵ của iemm hoang sury lưu cẩm ly vui quá cơ , ghét nhau lắm có yêu thương gì đâu 😆😁😁😁",92,22,vui vẻ
Enjoyment,"cưng vậy trời , anh cho em xin ảnh nha ạ",40,11,vui vẻ
Other,"bà này đéo gặp mình nhỉ , đọ luôn",33,9,khác
Sadness,"tao nghĩ chắc do kiếp trước mình tu chưa thành tâm nên kiếp này cuộc đời tao như 1 trò đùa , tạo hóa ghẻ lạnh . chán đời :)))))",127,30,buồn
Disgust,biết đâu nó không thích bạn mà chỉ tiếp cận bạn vì đã lỡ yêu thằng bạn thân của bạn,83,20,khó chịu
Enjoyment,thông minh :v,13,3,vui vẻ
Anger,bọn này không phải là người . cho đi tù hết . chỉ sợ nó có tiền nó bịt miệng thôi,81,21,giận dữ
Sadness,"ôi đời vẫn là chịu không nỗi đời mà , chán",42,11,buồn
Enjoyment,là crush ông nào thì chạy ra bế vào nhà dễ dàng có người yêu :),63,16,vui vẻ
Anger,per thế lol nào lần nào đến fucklong uống cũng gặp ex - đồng nghiệp đứng cửa chào tụt mút đéo muốn uống nữa :),110,25,giận dữ
Other,"nên nhớ chẳng có cơn giận nào chẳng bùng nỗ , chỉ là nó đang bị nén lại .",73,19,khác
Disgust,"bạn này không biết cách dọn phòng rồi , phải áp dụng hóa học vào đây nhé , mút sẽ bị tan chảy khi tẩm xăng vào , cho nên bạn cần phải đổ xăng vào mút , việc tiếp theo là ta cần 1 ngọn lửa",187,47,khó chịu
Sadness,người yêu tao bỏ tao rồi :(,27,7,buồn
Enjoyment,giờ còn lo học sánh vai với cường quốc 5 châu ai lại đi cưới chồng bây giờ :)))),80,19,vui vẻ
Enjoyment,đâu phải ai muốn thích tao cũng được đâu,40,9,vui vẻ
Enjoyment,hạnh phúc thật :)),18,4,vui vẻ
Other,bọn này lại muốn nổi rồi !,26,7,khác
Other,ờ thì 1 con ngựa ăn cả tàu bỏ cỏ vì con ngựa nó ăn hết cỏ rồi 😂😂😂,65,19,khác
Other,nó hiền thôi chứ nó hung lại đấm cho không trượt phát lào . 🤣,61,15,khác
Surprise,ủa chuyển biến bất ngờ vậy,26,6,ngạc nhiên
Anger,"quỳ rồi chết ông chết bà chúng mày à ? tao hồi xưa đi học còn ăn cây như cơm bữa , véo tai mỗi ngày ? dume học thì ngu phá thì giỏi bắt quỳ là nhẹ rồi ở đó mà gáy con cặc",170,45,giận dữ
Other,dume đáng yêu vãi để tao vào chăm mày,37,9,khác
Disgust,nghe tiếng ăn tợp tợp ám ảnh quá,32,8,khó chịu
Other,thử im lặng xem như nào,23,6,khác
Sadness,thôi mình nói đùa đấy :(,24,6,buồn
Disgust,ít bị trầm cảm với vui vẻ đâu không thấu chứ ế sấp mặt vì không giống gái là có à,81,21,khó chịu
Enjoyment,bạn này yêu bố nhiều lắm mới vui vì bị bố mắng . chứ ai đời bị la mắng mà kể lại cho người khác nghe mà vui đến thế,115,30,vui vẻ
Sadness,"hôm bữa 2 bình siro dâu thấy tiếc , nay bình mật ong còn tiếc hơn",65,16,buồn
Surprise,không làm gì cũng thành fan cứng là sao ?,41,10,ngạc nhiên
Enjoyment,đoạn nộp bài kiểm tra mới tức cười ông thầy :)),47,11,vui vẻ
Other,"má , 1 ngày tao ho 3 4 lần . tao có nên dừng ho lại không mày",61,18,khác
Enjoyment,có ai xem xong không sợ với không giật mình như tao không @@,60,14,vui vẻ
Surprise,per wow,7,2,ngạc nhiên
Disgust,anh ơi đấm nó một cái cho em nhé sống mất dậy đéo tả được,57,15,khó chịu
Other,gần có tiền để mua,18,5,khác
Enjoyment,dễ thở hơn so với đề văn sáng nay 😂😂😂,37,10,vui vẻ
Other,tao đã làm theo video này và kết quả là .... thôi cán bộ kêu tao quét dọn rồi quét xong tao kể tiếp,99,24,khác
Enjoyment,""" tụi mình tuy không yêu nhau hai lần , nhưng nếu có cơ hội ... anh chắc chắn vẫn tặng em đoá hồng đẹp nhất """,109,27,vui vẻ
Surprise,ko phải để xé giấy ak ?,23,7,ngạc nhiên
Enjoyment,chúc mừng,9,2,vui vẻ
Sadness,1 thời gắn bó với nó . nhớ lại ngày xưa cực khổ,47,13,buồn
Other,xem ra giá cả và chất lượng mà không oke thì không ổn ...,57,14,khác
Sadness,ước gì ba còn sống để làm điều đó với má . nhớ ba ❤️,52,15,buồn
Fear,có chuyện gì thê bố . bố đừng làm con sợ :((,44,12,sợ hãi
Disgust,lêu lêu mày :)) đồ con chó không có mẹ ẳm :)),45,12,khó chịu
Other,đang tìm ra 1 điểm sai nào đó nhưng có lẽ không có :),53,14,khác
Enjoyment,bộ phim đáng xem đó mấy man,27,7,vui vẻ
Other,per quan trọng là phải có hội nói sấu sếp :v,44,11,khác
Enjoyment,bà nuốt quả chuối tao cười tao ẻ,32,8,vui vẻ
Sadness,😭😭😭 sinh lão bệnh tử hẹn gặp kiếp sau,37,9,buồn
Sadness,tao đa khóc khi xem phim này 😭😭😭😭😭,34,8,buồn
Enjoyment,"con mong bác dù nghèo nhưng sống luôn luôn vv , chúc bác 1 đời bình an",70,17,vui vẻ
Enjoyment,thương nhau còn chả hết dỗi nhau làm chi 😂,42,10,vui vẻ
Disgust,đéo bao giờ luôn :),19,5,khó chịu
Enjoyment,"câu này lên "" nhanh như chớp "" được nờ 🤣",40,11,vui vẻ
Disgust,ý thức của thằng lái xe đấy kém quá cho lên nó phải chả giá bằng tiền mặt thôi . không có gì phải chách ai cả .,111,28,khó chịu
Sadness,yêu quá đi mất . tuổi thơ của mình toàn nện mấy thằng con trai . trong lớp mình toàn làm xếp nên chẳng được giúp đỡ,115,27,buồn
Anger,ngứa mắt lắm à nhen,19,5,giận dữ
Enjoyment,phìm này rất rất hay đôi với ai sống hướng nội !,48,12,vui vẻ
Fear,e vừa bị điện cao thế giật hôm 17 chạp . bh nhìn cái ông này mà sợ .,68,19,sợ hãi
Other,đây là kiểu tự tay bóp dái nè,29,8,khác
Sadness,tận cùng của tan vỡ ah có biết là gì không ?,44,12,buồn
Disgust,gặp tao thì tao khinh,21,5,khó chịu
Other,"năm ngoái lấy ghế ra ngồi rồi , năm nay lấy xe chạy ra đường để nhìn cho rõ",75,19,khác
Other,quan trọng vẫn là cái phải đẹp trai . rồi mới sau đó nữa ... lạ gì các bà,73,19,khác
Sadness,"per hay đó bro , trừ điểm bro chưa bao ăn :)) - 10",50,14,buồn
Anger,mất trật tự thôi có cần phải z không bắt đứng là được rồi cùng lắm là mời phụ huynh vô nói trao đổi có cần phải bắt quỳ trước lớp z không như z khác nào chà đạp lòng tự trọng của nó .,183,45,giận dữ
Sadness,moá hồi hợp chờ main thắng ai dè thua bởi cái mông huhu,55,13,buồn
Other,mình hiền mà lúc cáu là chỉ im lặng không nói gì thì là sao ta 🤔,64,17,khác
Disgust,toàn để báo nó giật tít không thèm đọc cả bài rồi giãy nảy lên như đỉa phải vôi,79,19,khó chịu
Sadness,buồn vì mình không giúp được gì cho ai . nhìn những người khác khổ hơn mình mà thấy thương họ,93,21,buồn
Other,per muốn nói gì phải ngó trước ngó sau không chi mất đầu như chơi 😂😂,68,16,khác
Disgust,"câu chốt .... "" chuyện cổ tích per "".... thôi tao quỳ ...",57,13,khó chịu
Disgust,"chán đời các thanh niên , dơ nhục chứ hay ho đéo gì",51,13,khó chịu
Surprise,"nhìn 1 hồi thấy quen quen , ai ngờ đúng thật :)))))))",53,12,ngạc nhiên
Enjoyment,"những chuyện trọng đại trong đời ... ta cứ nghe lời vợ khuyên , và làm ngược lại ắt thành công ????",99,22,vui vẻ
Other,lại cho lên chơi với các cụ 😌😌😌,31,8,khác
Fear,không muốn yêu ai cả,20,5,sợ hãi
Sadness,bộ cuối nhìn đau lòng thật :(,29,7,buồn
Enjoyment,động lực của phan con gái,25,6,vui vẻ
Other,đẹp không,9,2,khác
Enjoyment,ý nghĩa và đáng suy ngẫm thật,29,7,vui vẻ
Disgust,chó đã biết chê cứt,19,5,khó chịu
Fear,sợ vãi linh hồn 😞,17,5,sợ hãi
Enjoyment,đi đâu cũng ngó ngang ngó dọc để được nhìn thấy crush 😂 ngóng nó đến mức cổ dài ra hẳn mấy cái 😂,96,24,vui vẻ
Enjoyment,đúng vậy dù có mệt mà đồng nghiệp nhiệt tình vui vẻ là cùng muốn đi hoài,72,17,vui vẻ
Enjoyment,cái ông aamir khan đóng phim nao cũng hay và ý nghia het,56,13,vui vẻ
Sadness,rồi chưng ngắn như tao sao nhảy qua 😿,37,9,buồn
Disgust,"rốt cục sao chúng nó mò về tận nhà bạn nhỉ , kinh vãi",53,14,khó chịu
Other,vỉa hè rộng thênh thang mà nhỉ,30,7,khác
Enjoyment,bếp dầu ngày xưa thật ý nghĩa,29,7,vui vẻ
Sadness,lâu rất lâu mới gặp được lần rồi liết mắt nhìn cái :)))) chưa thấy nó cười,74,17,buồn
Enjoyment,giận lại là cách giải quyết nhanh nhất . để khẳng định là mình luôn đúng 😃,74,17,vui vẻ
Disgust,nhìn ghét nhỉ :)),17,4,khó chịu
Sadness,tao chả nhớ ngày tháng năm sinh của mẹ tao và ngược lại :((,59,14,buồn
Enjoyment,em ấy còn cười được chứng tỏ em rất mạnh mẽ,43,11,vui vẻ
Other,lấy rơm nấu cơm và cái kết,26,7,khác
Disgust,có án rồi đừng làm trò . anh hùng rồi lại quay lại trại đấy :))),64,16,khó chịu
Disgust,hư hỏg cả thế hệ,16,5,khó chịu
Enjoyment,cảm ơn . anh .,14,5,vui vẻ
Enjoyment,mất tiền khôn cũng đáng mà .,28,7,vui vẻ
Enjoyment,"thương vãi , yêu vãi 😍😍😍 tao cũng thèm có em",44,11,vui vẻ
Other,per nơi tình yêu bắt đầu kìa bao nhiêu,38,9,khác
Enjoyment,đúng cát bà rồiii ~,19,5,vui vẻ
Fear,"có ai nhìn thấy giun đang bò trong ảnh không , sợ vãi",53,13,sợ hãi
Sadness,tao đau lòng quá,16,4,buồn
Surprise,ồ ra thế . tớ sẽ lưu ý :)) mong sẽ có cơ hội sờ nó . nhìn như cục bông í uwu,76,23,ngạc nhiên
Enjoyment,xem giải trí thật,17,4,vui vẻ
Enjoyment,giờ mới hiểu tại sao lúc đầu nhà hàng không cho đặt chỗ ..... má nó li hôn 3 lần rồi lần nào cũng phải giảm giá 30 % nó ly hôn thêm vài lần nữa chắc sập bà nó tiệm,163,41,vui vẻ
Disgust,đã ngu lại con tỏ ra nguy hiểm .,32,9,khó chịu
Sadness,giống tao . nhưng cô ấy có hiểu đâu,35,9,buồn
Enjoyment,uất quá anh ấy cũng phản ứng cãi lại . hì hì đáng yêu quá,57,15,vui vẻ
Sadness,nhà tao có nhưng nó rỉ sét hết rồi :((,38,10,buồn
Anger,người mất dậy thật thì không bao giờ cảm thấy mình mất dậy . và người mất dạy thì cứ địt mẹ người khác và nói người khác là người mất dạy . tôi nhầm hành tinh chuẩn mẹ rồi .,173,41,giận dữ
Enjoyment,hồi bé bị ghiền mùi này :)))),29,7,vui vẻ
Enjoyment,lạy ông nào nghĩ ra kịch này !!!,32,8,vui vẻ
Sadness,thấy tội nó ghê ????,20,5,buồn
Enjoyment,"thiệt là cao minh , hahaaa",26,6,vui vẻ
Other,tao chơi với con trai nhiều nên tao mất lòng tin vào con trai rồi,65,15,khác
Other,tốt nhất là phải sử phạt thật nặng thì các trường hợp như vậy mới không tiếp tục xảy ra,87,20,khác
Other,dĩa bay . trả lại để tôi về,27,8,khác
Enjoyment,"per cố gắng lên nha anh , mọi điều tốt đep đang chờ anh 💓💓",58,15,vui vẻ
Sadness,per 2 ly trà sữa bạn làm rơi mà chưa thấy bồi thường lại mình 😞,63,16,buồn
